event,player,group,threshold,BetMGM,BetRivers,Bovada,DraftKings,ESPNBET,FanDuel,Fanatics,HardRockBet,best_book,best_odds,best_decimal,avg_other,value_ratio
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Rebounds,7,390.0,,385.0,,,,320.0,,BetMGM,390.0,4.9,4.525,1.0828729281767955
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Rebounds,4,,-120.0,,-117.0,,102.0,-115.0,105.0,HardRockBet,105.0,2.05,1.8943998513563733,1.0821369092339288
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Steals,3,,,,507.0,550.0,580.0,,,FanDuel,580.0,6.8,6.285,1.0819411296738266
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Points,20,,138.0,165.0,149.0,,172.0,140.0,165.0,FanDuel,172.0,2.7199999999999998,2.5140000000000002,1.0819411296738264
Atlanta Hawks @ Utah Jazz,Keyonte George,Rebounds,4,,-134.0,,-112.0,,-128.0,-125.0,-105.0,HardRockBet,-105.0,1.9523809523809523,1.8050939498933902,1.0815952003474727
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Rebounds,5,-155.0,,-125.0,-106.0,,,-120.0,-110.0,DraftKings,-106.0,1.9433962264150944,1.796896383186706,1.0815293773192298
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Threes,4,450.0,,385.0,411.0,,430.0,,,BetMGM,450.0,5.5,5.086666666666667,1.0812581913499344
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Threes,5,650.0,,600.0,670.0,,700.0,,,FanDuel,700.0,8.0,7.3999999999999995,1.0810810810810811
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Double-Double,Yes,300.0,,300.0,314.0,,280.0,260.0,275.0,DraftKings,314.0,4.140000000000001,3.8299999999999996,1.0809399477806791
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Threes,1,,,,-137.0,,,,-115.0,HardRockBet,-115.0,1.8695652173913042,1.72992700729927,1.080719134103834
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Threes,3,170.0,150.0,155.0,162.0,,176.0,,140.0,FanDuel,176.0,2.76,2.5540000000000003,1.080657791699295
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Points,20,200.0,,,183.0,,,170.0,180.0,BetMGM,200.0,3.0,2.776666666666667,1.0804321728691475
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Steals,3,,115.0,,-101.0,,,,,BetRivers,115.0,2.15,1.99009900990099,1.0803482587064677
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Assists,6,,220.0,,272.0,,280.0,240.0,275.0,FanDuel,280.0,3.8,3.5175,1.0803127221037667
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Rebounds,4,,-295.0,,-418.0,-425.0,-370.0,-425.0,-450.0,BetRivers,-295.0,1.3389830508474576,1.240463035509475,1.0794219678601862
Atlanta Hawks @ Utah Jazz,Ace Bailey,Steals,2,,280.0,,310.0,,,,,DraftKings,310.0,4.1,3.8,1.0789473684210527
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,7,-155.0,,-160.0,-139.0,,,-145.0,-125.0,HardRockBet,-125.0,1.8,1.6698102307920073,1.0779668053334674
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Points,15,340.0,,375.0,355.0,320.0,350.0,340.0,,Bovada,375.0,4.75,4.409999999999999,1.0770975056689345
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,20,-500.0,-305.0,-440.0,-351.0,-425.0,-400.0,-475.0,-450.0,BetRivers,-305.0,1.3278688524590163,1.2328879525473952,1.0770393608886935
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Points,20,200.0,155.0,195.0,151.0,200.0,200.0,170.0,180.0,BetMGM,200.0,3.0,2.7871428571428574,1.0763710917478215
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Threes,3,,140.0,140.0,139.0,,154.0,,125.0,FanDuel,154.0,2.54,2.36,1.076271186440678
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Assists,7,140.0,,150.0,165.0,,,150.0,145.0,DraftKings,165.0,2.65,2.4625000000000004,1.0761421319796953
Indiana Pacers @ Phoenix Suns,Devin Booker,Rebounds,5,-105.0,,120.0,126.0,,,120.0,105.0,DraftKings,126.0,2.26,2.100595238095238,1.0758855199773307
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Rebounds,12,,,,930.0,900.0,830.0,800.0,900.0,DraftKings,930.0,10.3,9.575,1.0757180156657964
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,7,375.0,,385.0,359.0,,,320.0,,Bovada,385.0,4.85,4.513333333333333,1.0745937961595273
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Threes,2,-350.0,-245.0,-300.0,-220.0,,-265.0,,-275.0,DraftKings,-220.0,1.4545454545454546,1.3536411477112285,1.0745428779295294
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Rebounds,7,105.0,,120.0,135.0,,,130.0,120.0,DraftKings,135.0,2.35,2.1875,1.0742857142857143
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Assists,5,-275.0,,-260.0,-204.0,,,-240.0,-260.0,DraftKings,-204.0,1.4901960784313726,1.3873834498834499,1.0741054166074706
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Points,25,195.0,,,213.0,,,225.0,200.0,Fanatics,225.0,3.25,3.026666666666667,1.0737885462555066
Toronto Raptors @ Cleveland Cavaliers,Sandro Mamukelashvili,Points,15,425.0,,400.0,430.0,,400.0,350.0,,DraftKings,430.0,5.3,4.9375,1.0734177215189873
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Threes,3,-150.0,-175.0,-180.0,-168.0,,-170.0,,-220.0,BetMGM,-150.0,1.6666666666666665,1.553000594177065,1.0731912614301562
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Rebounds,4,,125.0,,122.0,130.0,142.0,125.0,,FanDuel,142.0,2.42,2.255,1.0731707317073171
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,30,200.0,175.0,190.0,195.0,210.0,215.0,200.0,185.0,FanDuel,215.0,3.15,2.9357142857142864,1.0729927007299267
Toronto Raptors @ Cleveland Cavaliers,Collin Murray-Boyles,Points,10,150.0,130.0,,161.0,,158.0,135.0,,DraftKings,161.0,2.6100000000000003,2.4325,1.0729701952723536
Indiana Pacers @ Phoenix Suns,Jarace Walker,Rebounds,7,350.0,,400.0,409.0,,,375.0,,DraftKings,409.0,5.09,4.75,1.071578947368421
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Rebounds,10,,,1200.0,,1400.0,1400.0,,,ESPNBET,1400.0,15.0,14.0,1.0714285714285714
Indiana Pacers @ Phoenix Suns,Grayson Allen,Points,15,-235.0,-143.0,-165.0,-166.0,-160.0,-158.0,-165.0,-165.0,BetRivers,-143.0,1.6993006993006992,1.5862906805763877,1.0712416835754521
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Threes,4,175.0,143.0,160.0,164.0,165.0,180.0,,,FanDuel,180.0,2.8,2.614,1.0711553175210404
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,25,350.0,,340.0,314.0,,370.0,340.0,350.0,FanDuel,370.0,4.7,4.388,1.0711030082041932
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Rebounds,3,-140.0,,-150.0,-133.0,,,-140.0,-120.0,HardRockBet,-120.0,1.8333333333333335,1.7117794486215538,1.0710102489019035
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Threes,1,,-435.0,-475.0,-310.0,,-430.0,,-375.0,DraftKings,-310.0,1.3225806451612903,1.2349090448655722,1.0709943786226472
Toronto Raptors @ Cleveland Cavaliers,De'Andre Hunter,Assists,3,,,105.0,132.0,,,125.0,120.0,DraftKings,132.0,2.3200000000000003,2.1666666666666665,1.070769230769231
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,8,,,,410.0,,430.0,375.0,400.0,FanDuel,430.0,5.3,4.95,1.0707070707070707
Atlanta Hawks @ Utah Jazz,Keyonte George,Double-Double,Yes,,,550.0,562.0,,550.0,550.0,425.0,DraftKings,562.0,6.62,6.1875,1.06989898989899
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Assists,5,220.0,,245.0,240.0,,,230.0,200.0,Bovada,245.0,3.45,3.2249999999999996,1.0697674418604652
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Rebounds,3,-295.0,,-220.0,-312.0,,,-240.0,-275.0,Bovada,-220.0,1.4545454545454546,1.3599497254158273,1.0695582545161388
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,8,,,,-190.0,,,-225.0,-170.0,HardRockBet,-170.0,1.5882352941176472,1.4853801169590644,1.069245020842983
Indiana Pacers @ Phoenix Suns,Devin Booker,Threes,4,425.0,,425.0,436.0,410.0,460.0,,,FanDuel,460.0,5.6,5.24,1.0687022900763357
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Rebounds,8,,165.0,,191.0,,190.0,160.0,175.0,DraftKings,191.0,2.91,2.725,1.0678899082568807
Indiana Pacers @ Phoenix Suns,Andrew Nembhard,Steals,3,,,,498.0,450.0,470.0,,,DraftKings,498.0,5.98,5.6,1.067857142857143
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Points,10,-200.0,-167.0,-180.0,-145.0,,-164.0,-165.0,-160.0,DraftKings,-145.0,1.6896551724137931,1.5825291090644529,1.0676929496814564
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Assists,6,,,,630.0,650.0,630.0,500.0,650.0,ESPNBET,650.0,7.5,7.025,1.0676156583629892
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Points,15,-175.0,-143.0,-150.0,-127.0,,-142.0,-140.0,-145.0,DraftKings,-127.0,1.7874015748031495,1.6742603627013537,1.0675768325060548
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Steals,2,,285.0,,311.0,,,,,DraftKings,311.0,4.109999999999999,3.85,1.0675324675324673
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Steals,2,,180.0,,149.0,160.0,178.0,,,BetRivers,180.0,2.8,2.6233333333333335,1.0673443456162641
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Assists,6,,175.0,,197.0,200.0,210.0,190.0,,FanDuel,210.0,3.1,2.905,1.0671256454388987
Indiana Pacers @ Phoenix Suns,Devin Booker,Threes,3,165.0,160.0,165.0,172.0,165.0,176.0,,185.0,HardRockBet,185.0,2.85,2.671666666666667,1.0667498440424203
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Rebounds,6,,170.0,,195.0,,200.0,170.0,190.0,FanDuel,200.0,3.0,2.8125000000000004,1.0666666666666664
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Threes,4,,118.0,135.0,147.0,,142.0,,,DraftKings,147.0,2.4699999999999998,2.3166666666666664,1.0661870503597122
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Blocks,2,,270.0,,243.0,,280.0,,,FanDuel,280.0,3.8,3.5650000000000004,1.0659186535764373
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Points,35,525.0,,440.0,485.0,500.0,520.0,500.0,475.0,BetMGM,525.0,6.25,5.866666666666667,1.065340909090909
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Steals,4,,260.0,,238.0,,,,,BetRivers,260.0,3.6,3.38,1.0650887573964498
Indiana Pacers @ Phoenix Suns,Grayson Allen,Assists,6,,205.0,,261.0,250.0,255.0,225.0,260.0,DraftKings,261.0,3.61,3.3899999999999997,1.064896755162242
Indiana Pacers @ Phoenix Suns,Devin Booker,Double-Double,Yes,,,270.0,275.0,,260.0,290.0,260.0,Fanatics,290.0,3.9,3.6625,1.0648464163822524
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Assists,5,230.0,,225.0,238.0,,,190.0,225.0,DraftKings,238.0,3.38,3.175,1.0645669291338582
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Rebounds,5,-295.0,,-180.0,-197.0,,,-190.0,-210.0,Bovada,-180.0,1.5555555555555556,1.462275882427397,1.063790748551028
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,3,-1000.0,,-1400.0,-610.0,,,-1000.0,-950.0,DraftKings,-610.0,1.1639344262295082,1.0941729323308271,1.0637572835493871
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,10,140.0,143.0,155.0,148.0,,138.0,130.0,,Bovada,155.0,2.55,2.3980000000000006,1.063386155129274
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Points,15,-550.0,-335.0,-500.0,-327.0,,-430.0,-450.0,-425.0,DraftKings,-327.0,1.305810397553517,1.2284000206514856,1.063017238359355
Atlanta Hawks @ Utah Jazz,Keyonte George,Steals,2,,250.0,,272.0,,,,,DraftKings,272.0,3.72,3.5,1.062857142857143
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Threes,3,-115.0,118.0,105.0,115.0,115.0,118.0,,-110.0,BetRivers,118.0,2.1799999999999997,2.0514426877470355,1.0626667822702618
Atlanta Hawks @ Utah Jazz,Keyonte George,Points,15,-400.0,-315.0,-500.0,-382.0,,-410.0,-425.0,-400.0,BetRivers,-315.0,1.3174603174603174,1.2401627768972485,1.0623285442871129
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Threes,2,110.0,112.0,105.0,120.0,,112.0,,125.0,HardRockBet,125.0,2.25,2.118,1.0623229461756374
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Rebounds,8,,215.0,,242.0,,255.0,230.0,250.0,FanDuel,255.0,3.55,3.3425000000000002,1.06207928197457
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Rebounds,6,,125.0,,134.0,,140.0,125.0,120.0,FanDuel,140.0,2.4,2.26,1.0619469026548674
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Points,15,-375.0,-295.0,-430.0,-347.0,,-370.0,-450.0,-350.0,BetRivers,-295.0,1.3389830508474576,1.2609360037414457,1.061896120718602
Indiana Pacers @ Phoenix Suns,Grayson Allen,Rebounds,3,-350.0,,-220.0,-225.0,,,-240.0,-300.0,Bovada,-220.0,1.4545454545454546,1.3700396825396826,1.0616812586399842
Atlanta Hawks @ Utah Jazz,Keyonte George,Rebounds,3,-375.0,,-350.0,-280.0,,,-325.0,-260.0,HardRockBet,-260.0,1.3846153846153846,1.3043040293040293,1.0615741065786701
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Assists,4,,,,290.0,,,260.0,275.0,DraftKings,290.0,3.9,3.675,1.0612244897959184
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Assists,8,,,,319.0,,340.0,300.0,325.0,FanDuel,340.0,4.4,4.1466666666666665,1.0610932475884245
Indiana Pacers @ Phoenix Suns,Devin Booker,Points,25,-350.0,-215.0,-260.0,-256.0,-240.0,-235.0,-275.0,-250.0,BetRivers,-215.0,1.4651162790697674,1.3809699450751882,1.060932777208267
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Threes,2,110.0,100.0,100.0,-114.0,,102.0,,100.0,BetMGM,110.0,2.1,1.979438596491228,1.0609068670897295
Indiana Pacers @ Phoenix Suns,Ryan Dunn,Points,10,,170.0,195.0,189.0,200.0,200.0,160.0,,ESPNBET,200.0,3.0,2.828,1.0608203677510608
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,4,,-315.0,,-267.0,,-340.0,-350.0,-350.0,DraftKings,-267.0,1.3745318352059925,1.295751633986928,1.0607988438159741
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Assists,4,,117.0,,113.0,,124.0,120.0,-105.0,FanDuel,124.0,2.24,2.113095238095238,1.0600563380281691
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Assists,7,210.0,,225.0,238.0,,,210.0,240.0,HardRockBet,240.0,3.4,3.2075,1.0600155884645361
Atlanta Hawks @ Utah Jazz,Svi Mykhailiuk,Points,10,110.0,-107.0,100.0,-101.0,,-104.0,-105.0,105.0,BetMGM,110.0,2.1,1.98143297717879,1.0598390277071237
Toronto Raptors @ Cleveland Cavaliers,Jakob Poeltl,Rebounds,6,,-420.0,,-800.0,,-520.0,-550.0,-575.0,BetRivers,-420.0,1.2380952380952381,1.1682597294010337,1.0597773824918275
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Assists,8,,114.0,,125.0,,128.0,120.0,135.0,HardRockBet,135.0,2.35,2.2175000000000002,1.0597519729425027
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,10,250.0,280.0,300.0,290.0,275.0,280.0,290.0,,Bovada,300.0,4.0,3.775,1.0596026490066226
Indiana Pacers @ Phoenix Suns,Jarace Walker,Rebounds,5,-105.0,,120.0,122.0,,,125.0,,Fanatics,125.0,2.25,2.1241269841269843,1.059258705724107
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Points,20,-800.0,-480.0,-850.0,-573.0,,-590.0,-800.0,-750.0,BetRivers,-480.0,1.2083333333333333,1.1408319978981032,1.059168515223623
Atlanta Hawks @ Utah Jazz,Keyonte George,Assists,6,,-157.0,,-174.0,,-172.0,-175.0,-220.0,BetRivers,-157.0,1.6369426751592355,1.545520504622349,1.0591529974940226
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Rebounds,4,,163.0,,182.0,,176.0,160.0,,DraftKings,182.0,2.8200000000000003,2.6633333333333336,1.0588235294117647
Toronto Raptors @ Cleveland Cavaliers,Donovan Mitchell,Rebounds,10,,,1600.0,,,1700.0,,,FanDuel,1700.0,18.0,17.0,1.0588235294117647
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Double-Double,Yes,-110.0,,-110.0,-131.0,,-105.0,-130.0,-115.0,FanDuel,-105.0,1.9523809523809523,1.8440673166859693,1.0587362699370633
Atlanta Hawks @ Utah Jazz,Isaiah Collier,Double-Double,Yes,,,900.0,870.0,,900.0,950.0,900.0,Fanatics,950.0,10.5,9.925,1.0579345088161207
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Points,10,-700.0,-480.0,-1000.0,-610.0,,-620.0,-700.0,,BetRivers,-480.0,1.2083333333333333,1.1421878069048876,1.0579112524477805
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,8,,,,204.0,,,185.0,190.0,DraftKings,204.0,3.04,2.875,1.057391304347826
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Threes,2,-375.0,-235.0,-300.0,-254.0,-260.0,-265.0,,-300.0,BetRivers,-235.0,1.425531914893617,1.3481679993193882,1.0573844770186545
Indiana Pacers @ Phoenix Suns,Ben Sheppard,Rebounds,3,-250.0,,-170.0,-187.0,,,-175.0,,Bovada,-170.0,1.5882352941176472,1.5020626432391138,1.0573695453158378
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Assists,5,-600.0,,,-314.0,,,-375.0,-325.0,DraftKings,-314.0,1.3184713375796178,1.247008547008547,1.0573073783195015
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Rebounds,3,-275.0,,-240.0,-284.0,,,-300.0,-225.0,HardRockBet,-225.0,1.4444444444444444,1.3664372599231753,1.057088010411583
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,7,-210.0,,-165.0,-162.0,,,-190.0,-195.0,DraftKings,-162.0,1.617283950617284,1.5303468461363199,1.0568087585506873
Toronto Raptors @ Cleveland Cavaliers,Darius Garland,Threes,3,105.0,110.0,105.0,107.0,,114.0,,120.0,HardRockBet,120.0,2.2,2.082,1.0566762728146015
Atlanta Hawks @ Utah Jazz,Zaccharie Risacher,Points,15,-125.0,-104.0,-110.0,108.0,,104.0,105.0,105.0,DraftKings,108.0,2.08,1.9684382284382285,1.0566752717713095
Indiana Pacers @ Phoenix Suns,Pascal Siakam,Threes,1,-625.0,,-650.0,-402.0,,-520.0,,-450.0,DraftKings,-402.0,1.2487562189054726,1.182094017094017,1.056393316307728
Indiana Pacers @ Phoenix Suns,Aaron Nesmith,Rebounds,4,,-305.0,,-220.0,-250.0,-265.0,-275.0,-240.0,DraftKings,-220.0,1.4545454545454546,1.377106074665617,1.0562334168038878
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Points,15,-175.0,-165.0,-210.0,-193.0,-190.0,-186.0,-210.0,-185.0,BetRivers,-165.0,1.606060606060606,1.520919282493115,1.0559801723520303
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Threes,2,,,,151.0,,,,165.0,HardRockBet,165.0,2.65,2.51,1.0557768924302788
Indiana Pacers @ Phoenix Suns,T.J. McConnell,Double-Double,Yes,,,1900.0,1880.0,,2000.0,,,FanDuel,2000.0,21.0,19.9,1.0552763819095479
Atlanta Hawks @ Utah Jazz,Jusuf Nurkic,Rebounds,12,,100.0,,112.0,,112.0,110.0,120.0,HardRockBet,120.0,2.2,2.085,1.0551558752997603
Indiana Pacers @ Phoenix Suns,Royce O'Neale,Rebounds,6,,108.0,,100.0,,112.0,105.0,-110.0,FanDuel,112.0,2.12,2.0097727272727273,1.0548456406196993
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Threes,2,,,,156.0,,,,170.0,HardRockBet,170.0,2.7,2.56,1.0546875
Toronto Raptors @ Cleveland Cavaliers,R.J. Barrett,Rebounds,5,-135.0,,-160.0,-142.0,,,-150.0,-165.0,BetMGM,-135.0,1.7407407407407407,1.650488156209987,1.054682358180625
Indiana Pacers @ Phoenix Suns,Grayson Allen,Threes,3,-350.0,-245.0,-310.0,-288.0,-285.0,-290.0,,-240.0,HardRockBet,-240.0,1.4166666666666667,1.3432308662655457,1.0546710191415476
Atlanta Hawks @ Utah Jazz,Ace Bailey,Rebounds,5,-175.0,,-165.0,-160.0,,,-165.0,-145.0,HardRockBet,-145.0,1.6896551724137931,1.602137445887446,1.0546256045328681
Indiana Pacers @ Phoenix Suns,Isaiah Jackson,Rebounds,5,-350.0,,-230.0,-257.0,,,-225.0,,Fanatics,-225.0,1.4444444444444444,1.3698673175918987,1.05444113155692
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Rebounds,8,,106.0,,101.0,,108.0,-105.0,-115.0,FanDuel,108.0,2.08,1.9729865424430644,1.0542393246253092
Atlanta Hawks @ Utah Jazz,Dyson Daniels,Rebounds,5,-375.0,,-290.0,-256.0,,,-300.0,-300.0,DraftKings,-256.0,1.390625,1.3195402298850574,1.053870862369338
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Rebounds,8,,-278.0,,-372.0,,-280.0,-400.0,-350.0,BetRivers,-278.0,1.3597122302158273,1.2904185867895546,1.053698578225434
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Assists,3,-275.0,,-215.0,-204.0,,,-225.0,-260.0,DraftKings,-204.0,1.4901960784313726,1.4144531179414899,1.0535492902020778
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,7,,,,-338.0,,,-425.0,-300.0,HardRockBet,-300.0,1.3333333333333333,1.2655760529063698,1.0535386872020533
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Assists,5,-140.0,,-160.0,-134.0,,,-150.0,-160.0,DraftKings,-134.0,1.7462686567164178,1.6577380952380953,1.0534044320587368
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Points,10,,-118.0,-160.0,-123.0,,-122.0,-130.0,-115.0,HardRockBet,-115.0,1.8695652173913042,1.774873731515651,1.0533511112335814
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Points,20,-150.0,-130.0,-145.0,-117.0,,-125.0,-115.0,-115.0,Fanatics,-115.0,1.8695652173913042,1.7749697800672315,1.053294111475233
Toronto Raptors @ Cleveland Cavaliers,Jaylon Tyson,Rebounds,5,,,140.0,158.0,,,150.0,,DraftKings,158.0,2.58,2.45,1.0530612244897959
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Threes,3,,-177.0,-180.0,-159.0,,-172.0,,-150.0,HardRockBet,-150.0,1.6666666666666665,1.5827133683538144,1.0530439054799747
Atlanta Hawks @ Utah Jazz,Nickeil Alexander-Walker,Points,25,450.0,,430.0,437.0,,420.0,400.0,425.0,BetMGM,450.0,5.5,5.224,1.052833078101072
Atlanta Hawks @ Utah Jazz,Kyle Filipowski,Rebounds,7,105.0,,120.0,106.0,,,115.0,110.0,Bovada,120.0,2.2,2.09,1.0526315789473686
Atlanta Hawks @ Utah Jazz,Jalen Johnson,Rebounds,14,,,,900.0,,,850.0,,DraftKings,900.0,10.0,9.5,1.0526315789473684
Toronto Raptors @ Cleveland Cavaliers,Scottie Barnes,Points,20,110.0,117.0,120.0,119.0,,130.0,125.0,120.0,FanDuel,130.0,2.3,2.185,1.0526315789473684
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Blocks,3,,270.0,,309.0,,310.0,,,FanDuel,310.0,4.1,3.895,1.0526315789473684
Toronto Raptors @ Cleveland Cavaliers,Immanuel Quickley,Rebounds,5,-105.0,,115.0,116.0,,,120.0,110.0,Fanatics,120.0,2.2,2.090595238095238,1.0523318717612893
Atlanta Hawks @ Utah Jazz,Keyonte George,Points,20,-105.0,-118.0,-125.0,-114.0,,-115.0,-115.0,-115.0,BetMGM,-105.0,1.9523809523809523,1.8555577102914498,1.0521801297542477
Indiana Pacers @ Phoenix Suns,Oso Ighodaro,Rebounds,4,,100.0,,102.0,100.0,106.0,100.0,-130.0,FanDuel,106.0,2.06,1.957846153846154,1.052176646236052
Atlanta Hawks @ Utah Jazz,Lauri Markkanen,Points,20,-525.0,-360.0,-650.0,-378.0,,-460.0,-475.0,-400.0,BetRivers,-360.0,1.2777777777777777,1.2144650381683182,1.0521322044024826
Atlanta Hawks @ Utah Jazz,Onyeka Okongwu,Rebounds,6,,,,-1120.0,,,-1200.0,-700.0,HardRockBet,-700.0,1.1428571428571428,1.0863095238095237,1.052054794520548
Indiana Pacers @ Phoenix Suns,Devin Booker,Points,30,-120.0,112.0,105.0,107.0,110.0,116.0,115.0,105.0,FanDuel,116.0,2.16,2.0533333333333337,1.0519480519480517
Toronto Raptors @ Cleveland Cavaliers,Brandon Ingram,Steals,1,,-186.0,,-162.0,,,,,DraftKings,-162.0,1.617283950617284,1.5376344086021505,1.0518000518000519
Toronto Raptors @ Cleveland Cavaliers,Jarrett Allen,Rebounds,7,-375.0,,-310.0,-320.0,,,-350.0,-275.0,HardRockBet,-275.0,1.3636363636363638,1.2968653993855606,1.0514864258715195
Toronto Raptors @ Cleveland Cavaliers,Evan Mobley,Points,20,-125.0,-112.0,-125.0,-105.0,,-115.0,-115.0,-110.0,DraftKings,-105.0,1.9523809523809523,1.85684641445511,1.051449886852315
Atlanta Hawks @ Utah Jazz,Ace Bailey,Points,10,-295.0,-220.0,-275.0,-213.0,,-230.0,-275.0,-210.0,HardRockBet,-210.0,1.4761904761904763,1.4041779015727347,1.0512845092755587
Indiana Pacers @ Phoenix Suns,Dillon Brooks,Rebounds,4,,117.0,,131.0,,136.0,125.0,125.0,FanDuel,136.0,2.3600000000000003,2.245,1.051224944320713
Indiana Pacers @ Phoenix Suns,Grayson Allen,Rebounds,4,,-106.0,,105.0,105.0,108.0,105.0,-125.0,FanDuel,108.0,2.08,1.978679245283019,1.0512062553637838
Indiana Pacers @ Phoenix Suns,Devin Booker,Assists,7,-225.0,,-180.0,-175.0,,,-165.0,-185.0,Fanatics,-165.0,1.606060606060606,1.5279922779922779,1.0510920959436436
Toronto Raptors @ Cleveland Cavaliers,Sam Merrill,Rebounds,3,,,,-111.0,,,100.0,105.0,HardRockBet,105.0,2.05,1.9504504504504505,1.0510392609699768
